Position,Time
N28.612357E77.545135,2024-01-28 07:24:33
N28.61198142857143E77.54521285714286,2024-01-28 07:24:34
N28.611623333333334E77.54530111111112,2024-01-28 07:24:35
N28.611246279069768E77.5454011627907,2024-01-28 07:24:36
N28.610896511627907E77.54549046511627,2024-01-28 07:24:37
N28.61052488372093E77.54558534883721,2024-01-28 07:24:38
N28.610174615384615E77.54567307692308,2024-01-28 07:24:39
N28.609801923076922E77.54576461538463,2024-01-28 07:24:40
N28.609451153846155E77.54585076923078,2024-01-28 07:24:41
N28.60908076923077E77.54594230769231,2024-01-28 07:24:42
N28.608714615384617E77.54604153846154,2024-01-28 07:24:43
N28.60834827160494E77.5461461728395,2024-01-28 07:24:44
N28.60797888888889E77.5462511111111,2024-01-28 07:24:45
N28.60760950617284E77.54635604938271,2024-01-28 07:24:46
N28.607261851851852E77.54645481481481,2024-01-28 07:24:47
N28.606892469135804E77.54655975308641,2024-01-28 07:24:48
N28.60652E77.54666499999999,2024-01-28 07:24:49
N28.60617E77.54677,2024-01-28 07:24:50
N28.6057975E77.5468625,2024-01-28 07:24:51
N28.605428333333332E77.54697666666667,2024-01-28 07:24:52
N28.605082499999998E77.5470775,2024-01-28 07:24:53
N28.604715454545453E77.54718181818181,2024-01-28 07:24:54
N28.60437E77.54728,2024-01-28 07:24:55
N28.60401E77.54739,2024-01-28 07:24:56
N28.6036394E77.5474988,2024-01-28 07:24:57
N28.6032906E77.54760119999999,2024-01-28 07:24:58
N28.60292E77.54771,2024-01-28 07:24:59
N28.602553157894736E77.54782631578946,2024-01-28 07:25:00
N28.602204E77.54794100000001,2024-01-28 07:25:01
N28.601858749999998E77.54806425,2024-01-28 07:25:02
N28.601497499999997E77.5482045,2024-01-28 07:25:03
N28.601136363636364E77.54834545454545,2024-01-28 07:25:04
N28.600775757575757E77.5484896969697,2024-01-28 07:25:05
N28.600435E77.5486275,2024-01-28 07:25:06
N28.600092222222223E77.54877222222223,2024-01-28 07:25:07
N28.59973888888889E77.54892888888888,2024-01-28 07:25:08
N28.599379615384613E77.54908307692308,2024-01-28 07:25:09
N28.59904115384615E77.54923076923076,2024-01-28 07:25:10
N28.59870269230769E77.54937846153847,2024-01-28 07:25:11
N28.598341428571427E77.54954000000001,2024-01-28 07:25:12
N28.598005555555556E77.54970222222222,2024-01-28 07:25:13
N28.59765611111111E77.54987694444443,2024-01-28 07:25:14
N28.597296842105262E77.55005631578946,2024-01-28 07:25:15
N28.596968421052633E77.55023315789474,2024-01-28 07:25:16
N28.59664E77.55041,2024-01-28 07:25:17
N28.59631E77.5505964516129,2024-01-28 07:25:18
N28.59597E77.55079387096774,2024-01-28 07:25:19
N28.595619315068493E77.55099753424658,2024-01-28 07:25:20
N28.595256849315067E77.55120465753424,2024-01-28 07:25:21
N28.594914520547945E77.5514002739726,2024-01-28 07:25:22
N28.59455205479452E77.55160739726027,2024-01-28 07:25:23
N28.594229743589743E77.55179153846153,2024-01-28 07:25:24
N28.593885384615383E77.55198769230769,2024-01-28 07:25:25
N28.593541025641027E77.55218384615384,2024-01-28 07:25:26
N28.59322E77.55236000000001,2024-01-28 07:25:27
N28.592879999999997E77.5525495,2024-01-28 07:25:28
N28.59253E77.5527425,2024-01-28 07:25:29
N28.59219953125E77.55292468750001,2024-01-28 07:25:30
N28.59187703125E77.5531096875,2024-01-28 07:25:31
N28.591534375E77.55330625,2024-01-28 07:25:32
N28.59119171875E77.5535028125,2024-01-28 07:25:33
N28.59084822222222E77.5536971111111,2024-01-28 07:25:34
N28.59052348148148E77.55387607407407,2024-01-28 07:25:35
N28.59019874074074E77.55405503703703,2024-01-28 07:25:36
N28.589853703703703E77.55424518518518,2024-01-28 07:25:37
N28.589528962962962E77.55442414814814,2024-01-28 07:25:38
N28.589183925925926E77.5546142962963,2024-01-28 07:25:39
N28.588838888888887E77.55480444444444,2024-01-28 07:25:40
N28.588514148148146E77.5549834074074,2024-01-28 07:25:41
N28.58819E77.5551624,2024-01-28 07:25:42
N28.58785E77.5553528,2024-01-28 07:25:43
N28.587506540880504E77.55554176100628,2024-01-28 07:25:44
N28.58718150943396E77.55571886792453,2024-01-28 07:25:45
N28.586836163522012E77.55590704402516,2024-01-28 07:25:46
N28.586511132075472E77.55608415094339,2024-01-28 07:25:47
N28.586165786163523E77.55627232704403,2024-01-28 07:25:48
N28.58584075471698E77.55644943396227,2024-01-28 07:25:49
N28.58549540880503E77.5566376100629,2024-01-28 07:25:50
N28.58515006289308E77.55682578616353,2024-01-28 07:25:51
N28.584825031446538E77.55700289308176,2024-01-28 07:25:52
N28.58449E77.55718,2024-01-28 07:25:53
N28.58414575E77.557367,2024-01-28 07:25:54
N28.5838015E77.557554,2024-01-28 07:25:55
N28.5834775E77.5577325,2024-01-28 07:25:56
N28.58313325E77.55792375,2024-01-28 07:25:57
N28.58280935483871E77.55810193548388,2024-01-28 07:25:58
N28.582463870967743E77.55828838709678,2024-01-28 07:25:59
N28.58214E77.55846375,2024-01-28 07:26:00
N28.581799999999998E77.5586496875,2024-01-28 07:26:01
N28.5814525E77.5588375,2024-01-28 07:26:02
N28.581127083333335E77.5590175,2024-01-28 07:26:03
N28.580783541666666E77.55920875,2024-01-28 07:26:04
N28.58046020833333E77.55938875,2024-01-28 07:26:05
N28.580115E77.559575,2024-01-28 07:26:06
N28.57979E77.55975,2024-01-28 07:26:07
N28.579447272727272E77.55993818181818,2024-01-28 07:26:08
N28.579122424242424E77.56011272727272,2024-01-28 07:26:09
N28.57868E77.56035857142858,2024-01-28 07:26:10
N28.57837153846154E77.56055461538462,2024-01-28 07:26:11
N28.57804E77.56075428571428,2024-01-28 07:26:12
N28.577694375E77.560946875,2024-01-28 07:26:13
N28.57735E77.56113714285713,2024-01-28 07:26:14
N28.577006533333332E77.56132386666665,2024-01-28 07:26:15
N28.576682266666666E77.56150093333333,2024-01-28 07:26:16
N28.576337733333332E77.56168906666666,2024-01-28 07:26:17
N28.576013466666666E77.56186613333334,2024-01-28 07:26:18
N28.575667647058822E77.56205705882353,2024-01-28 07:26:19
N28.57534E77.56224375,2024-01-28 07:26:20
N28.57499153846154E77.56243307692307,2024-01-28 07:26:21
N28.57466E77.56262000000001,2024-01-28 07:26:22
N28.574315925925923E77.56280222222222,2024-01-28 07:26:23
N28.57399E77.56298,2024-01-28 07:26:24
N28.573644848484847E77.5631603030303,2024-01-28 07:26:25
N28.5733E77.56334103448275,2024-01-28 07:26:26
N28.572979999999998E77.56351758620688,2024-01-28 07:26:27
N28.572638913043477E77.56370652173912,2024-01-28 07:26:28
N28.572295217391304E77.56389869565217,2024-01-28 07:26:29
N28.57195152173913E77.56409086956522,2024-01-28 07:26:30
N28.57163E77.56427956521739,2024-01-28 07:26:31
N28.57131E77.56447,2024-01-28 07:26:32
N28.57097E77.56468235294118,2024-01-28 07:26:33
N28.57065588235294E77.56487764705882,2024-01-28 07:26:34
N28.570339999999998E77.56507045454545,2024-01-28 07:26:35
N28.570003333333332E77.56528166666666,2024-01-28 07:26:36
N28.5696775E77.56550125,2024-01-28 07:26:37
N28.569351666666666E77.56572083333333,2024-01-28 07:26:38
N28.569044444444444E77.56592777777777,2024-01-28 07:26:39
N28.568717037037036E77.56614814814814,2024-01-28 07:26:40
N28.56839625E77.56638416666667,2024-01-28 07:26:41
N28.56809E77.56661142857143,2024-01-28 07:26:42
N28.567772E77.56683866666667,2024-01-28 07:26:43
N28.567468E77.567068,2024-01-28 07:26:44
N28.56714625E77.56730875,2024-01-28 07:26:45
N28.56682806451613E77.56755774193549,2024-01-28 07:26:46
N28.56652870967742E77.56779516129032,2024-01-28 07:26:47
N28.566223529411765E77.56803980392156,2024-01-28 07:26:48
N28.565931764705883E77.56827823529412,2024-01-28 07:26:49
N28.56562176470588E77.56853156862745,2024-01-28 07:26:50
N28.565312E77.568786,2024-01-28 07:26:51
N28.565010588235292E77.56904882352941,2024-01-28 07:26:52
N28.564724E77.5693,2024-01-28 07:26:53
N28.564418E77.56956714285714,2024-01-28 07:26:54
N28.564131111111113E77.56982333333333,2024-01-28 07:26:55
N28.5638425E77.57009500000001,2024-01-28 07:26:56
N28.56357E77.57035666666667,2024-01-28 07:26:57
N28.563294444444445E77.57062333333334,2024-01-28 07:26:58
N28.563006388888887E77.57090666666667,2024-01-28 07:26:59
N28.56266E77.57125071428572,2024-01-28 07:27:00
N28.562343333333335E77.57157190476191,2024-01-28 07:27:01
N28.562043333333335E77.57187619047619,2024-01-28 07:27:02
N28.56175E77.57218333333334,2024-01-28 07:27:03
N28.56149E77.57246,2024-01-28 07:27:04
N28.561204285714286E77.57275714285714,2024-01-28 07:27:05
N28.560934468085104E77.57305425531915,2024-01-28 07:27:06
N28.56066319148936E77.57335446808511,2024-01-28 07:27:07
N28.560407872340424E77.5736370212766,2024-01-28 07:27:08
N28.560152857142857E77.57394357142857,2024-01-28 07:27:09
N28.559885714285713E77.57424714285715,2024-01-28 07:27:10
N28.559620000000002E77.57455999999999,2024-01-28 07:27:11
N28.559371111111112E77.57486222222222,2024-01-28 07:27:12
N28.559126470588236E77.5751663235294,2024-01-28 07:27:13
N28.558876470588235E77.57549382352941,2024-01-28 07:27:14
N28.558641176470587E77.57580205882353,2024-01-28 07:27:15
N28.55839117647059E77.57612955882352,2024-01-28 07:27:16
N28.558139999999998E77.57645733333334,2024-01-28 07:27:17
N28.5579E77.57676666666667,2024-01-28 07:27:18
N28.557651818181817E77.57709363636364,2024-01-28 07:27:19
N28.557425714285714E77.57742,2024-01-28 07:27:20
N28.55719714285714E77.57774,2024-01-28 07:27:21
N28.556956E77.5780824,2024-01-28 07:27:22
N28.556732E77.57840879999999,2024-01-28 07:27:23
N28.55651E77.57873,2024-01-28 07:27:24
N28.5562788E77.57907,2024-01-28 07:27:25
N28.55602846153846E77.57943,2024-01-28 07:27:26
N28.555772222222224E77.5797811111111,2024-01-28 07:27:27
N28.55550722222222E77.58012111111111,2024-01-28 07:27:28
N28.555259666666668E77.58045,2024-01-28 07:27:29
N28.55503033333333E77.58077,2024-01-28 07:27:30
N28.55478882352941E77.58111000000001,2024-01-28 07:27:31
N28.55456294117647E77.58143000000001,2024-01-28 07:27:32
N28.554320769230767E77.5817676923077,2024-01-28 07:27:33
N28.554076666666667E77.58210333333334,2024-01-28 07:27:34
N28.553847790697674E77.5824203488372,2024-01-28 07:27:35
N28.553608604651163E77.58276232558138,2024-01-28 07:27:36
N28.55338348837209E77.5830841860465,2024-01-28 07:27:37
N28.553158372093023E77.58340604651163,2024-01-28 07:27:38
N28.55291918604651E77.58374802325582,2024-01-28 07:27:39
N28.55268E77.58409,2024-01-28 07:27:40
N28.552449361702127E77.58441680851064,2024-01-28 07:27:41
N28.552224680851065E77.58473340425532,2024-01-28 07:27:42
N28.552E77.58506,2024-01-28 07:27:43
N28.55176289473684E77.58539552631579,2024-01-28 07:27:44
N28.551525789473683E77.58573105263157,2024-01-28 07:27:45
N28.551282222222223E77.58605555555556,2024-01-28 07:27:46
N28.551045E77.58637,2024-01-28 07:27:47
N28.55080625E77.58669,2024-01-28 07:27:48
N28.550572916666667E77.58700999999999,2024-01-28 07:27:49
N28.550327692307693E77.58735,2024-01-28 07:27:50
N28.55008358974359E77.58769,2024-01-28 07:27:51
N28.549819999999997E77.588045,2024-01-28 07:27:52
N28.54955846153846E77.58841384615384,2024-01-28 07:27:53
N28.549334285714288E77.58873,2024-01-28 07:27:54
N28.54909142857143E77.58906999999999,2024-01-28 07:27:55
N28.54886361111111E77.58939,2024-01-28 07:27:56
N28.548623958333334E77.58973,2024-01-28 07:27:57
N28.548398402777778E77.59005,2024-01-28 07:27:58
N28.54815875E77.59039,2024-01-28 07:27:59
N28.547933194444443E77.59071,2024-01-28 07:28:00
N28.547693541666668E77.59105,2024-01-28 07:28:01
N28.547467986111112E77.59137,2024-01-28 07:28:02
N28.547228333333333E77.59171,2024-01-28 07:28:03
N28.546988680555557E77.59205,2024-01-28 07:28:04
N28.54677E77.59236,2024-01-28 07:28:05
N28.54653E77.59269,2024-01-28 07:28:06
N28.54628480769231E77.59302019230769,2024-01-28 07:28:07
N28.546039615384615E77.59335038461539,2024-01-28 07:28:08
N28.545794423076924E77.59368057692308,2024-01-28 07:28:09
N28.545555E77.59399318181819,2024-01-28 07:28:10
N28.54529642857143E77.59431571428571,2024-01-28 07:28:11
N28.545050714285715E77.59461285714286,2024-01-28 07:28:12
N28.544792222222224E77.59491444444444,2024-01-28 07:28:13
N28.544521481481482E77.59522296296296,2024-01-28 07:28:14
N28.544228823529412E77.59553764705882,2024-01-28 07:28:15
N28.543937272727273E77.59582636363636,2024-01-28 07:28:16
N28.543633333333332E77.59612666666666,2024-01-28 07:28:17
N28.543319411764706E77.59639176470588,2024-01-28 07:28:18
N28.54302142857143E77.59666071428572,2024-01-28 07:28:19
N28.542732E77.59691466666668,2024-01-28 07:28:20
N28.542422142857145E77.59716285714286,2024-01-28 07:28:21
N28.54211E77.59739222222221,2024-01-28 07:28:22
N28.54178E77.5976175,2024-01-28 07:28:23
N28.5414735E77.59782274999999,2024-01-28 07:28:24
N28.541142E77.59804799999999,2024-01-28 07:28:25
N28.54080857142857E77.59827142857142,2024-01-28 07:28:26
N28.540474444444445E77.59845666666666,2024-01-28 07:28:27
N28.540146363636364E77.5986409090909,2024-01-28 07:28:28
N28.5398E77.59883375,2024-01-28 07:28:29
N28.539455999999998E77.599,2024-01-28 07:28:30
N28.539106333333333E77.59917,2024-01-28 07:28:31
N28.538781E77.59933000000001,2024-01-28 07:28:32
N28.538416666666667E77.59947083333333,2024-01-28 07:28:33
N28.53806E77.59961,2024-01-28 07:28:34
N28.5376956E77.5997412,2024-01-28 07:28:35
N28.537333684210527E77.59986736842106,2024-01-28 07:28:36
N28.536987647058822E77.59997647058823,2024-01-28 07:28:37
N28.53660875E77.60008625,2024-01-28 07:28:38
N28.536256666666667E77.60018000000001,2024-01-28 07:28:39
N28.535888333333332E77.60026500000001,2024-01-28 07:28:40
N28.53550142857143E77.600355,2024-01-28 07:28:41
N28.535095925925926E77.60042296296297,2024-01-28 07:28:42
N28.5347125E77.60048624999999,2024-01-28 07:28:43
N28.534339487179487E77.60053051282051,2024-01-28 07:28:44
N28.533955897435895E77.60057410256411,2024-01-28 07:28:45
N28.533595238095238E77.60061380952381,2024-01-28 07:28:46
N28.53321476190476E77.6006461904762,2024-01-28 07:28:47
N28.532854999999998E77.60066166666667,2024-01-28 07:28:48
N28.5324725E77.60067583333333,2024-01-28 07:28:49
N28.53209081081081E77.60067351351351,2024-01-28 07:28:50
N28.53173189189189E77.60066486486487,2024-01-28 07:28:51
N28.53134818181818E77.6006503030303,2024-01-28 07:28:52
N28.530984545454544E77.60063090909091,2024-01-28 07:28:53
N28.530593333333336E77.60059333333334,2024-01-28 07:28:54
N28.530235416666667E77.6005525,2024-01-28 07:28:55
N28.52986E77.60051,2024-01-28 07:28:56
N28.529481836734693E77.60045795918367,2024-01-28 07:28:57
N28.52910367346939E77.60040591836734,2024-01-28 07:28:58
N28.528748750000002E77.6003575,2024-01-28 07:28:59
N28.528385555555555E77.60031555555555,2024-01-28 07:29:00
N28.528006666666666E77.60027666666667,2024-01-28 07:29:01
N28.527643599999998E77.60023360000001,2024-01-28 07:29:02
N28.527264E77.60019057142857,2024-01-28 07:29:03
N28.526889999999998E77.60013714285714,2024-01-28 07:29:04
N28.526516923076922E77.6000823076923,2024-01-28 07:29:05
N28.526108461538463E77.60000307692307,2024-01-28 07:29:06
N28.52572066666667E77.599936,2024-01-28 07:29:07
N28.525316666666665E77.59985333333333,2024-01-28 07:29:08
N28.524965789473683E77.59976552631579,2024-01-28 07:29:09
N28.52459894736842E77.59966263157895,2024-01-28 07:29:10
N28.52423107142857E77.59955071428571,2024-01-28 07:29:11
N28.5238825E77.599425,2024-01-28 07:29:12
N28.52352411764706E77.59928764705883,2024-01-28 07:29:13
N28.523189615384617E77.59914692307693,2024-01-28 07:29:14
N28.52283E77.59899,2024-01-28 07:29:15
N28.52247411214953E77.59882953271028,2024-01-28 07:29:16
N28.522139158878502E77.5986785046729,2024-01-28 07:29:17
N28.521783271028035E77.59851803738319,2024-01-28 07:29:18
N28.52144831775701E77.5983670093458,2024-01-28 07:29:19
N28.521092429906542E77.59820654205608,2024-01-28 07:29:20
N28.520736542056074E77.59804607476636,2024-01-28 07:29:21
N28.52041E77.597872,2024-01-28 07:29:22
N28.52007E77.59771,2024-01-28 07:29:23
N28.519740588235294E77.5975405882353,2024-01-28 07:29:24
N28.519391176470588E77.59737000000001,2024-01-28 07:29:25
N28.519024074074075E77.59717222222223,2024-01-28 07:29:26
N28.518697826086957E77.59699782608695,2024-01-28 07:29:27
N28.518370869565217E77.59683086956522,2024-01-28 07:29:28
N28.51805E77.59661428571428,2024-01-28 07:29:29
N28.517697333333334E77.59644266666666,2024-01-28 07:29:30
N28.517337037037038E77.59629296296296,2024-01-28 07:29:31
N28.517005185185187E77.59614481481482,2024-01-28 07:29:32
N28.516638260869566E77.59601913043478,2024-01-28 07:29:33
N28.516285E77.59591833333333,2024-01-28 07:29:34
N28.515916666666666E77.59579555555555,2024-01-28 07:29:35
N28.51557E77.59568,2024-01-28 07:29:36
N28.51519783783784E77.59560648648649,2024-01-28 07:29:37
N28.514825675675674E77.59553297297296,2024-01-28 07:29:38
N28.514472142857144E77.59543642857142,2024-01-28 07:29:39
N28.51410037037037E77.59535888888888,2024-01-28 07:29:40
N28.513726000000002E77.595292,2024-01-28 07:29:41
N28.51336866666667E77.595244,2024-01-28 07:29:42
N28.512990666666667E77.595202,2024-01-28 07:29:43
N28.512611E77.595168,2024-01-28 07:29:44
N28.51225090909091E77.59513727272727,2024-01-28 07:29:45
N28.511864545454543E77.59510636363636,2024-01-28 07:29:46
N28.5115025E77.59509,2024-01-28 07:29:47
N28.511120000000002E77.59509,2024-01-28 07:29:48
N28.5107375E77.59509107142857,2024-01-28 07:29:49
N28.5103775E77.59510821428572,2024-01-28 07:29:50
N28.5100075E77.5951321875,2024-01-28 07:29:51
N28.5096475E77.5951671875,2024-01-28 07:29:52
N28.509264545454545E77.59520545454546,2024-01-28 07:29:53
N28.50890551724138E77.59525413793104,2024-01-28 07:29:54
N28.508552413793105E77.59530931034483,2024-01-28 07:29:55
N28.508154736842105E77.59538684210527,2024-01-28 07:29:56
N28.507778947368422E77.59546736842105,2024-01-28 07:29:57
N28.50743E77.59555,2024-01-28 07:29:58
N28.507056470588235E77.59564882352942,2024-01-28 07:29:59
N28.506700000000002E77.59575000000001,2024-01-28 07:30:00
N28.50633E77.5958575,2024-01-28 07:30:01
N28.505983333333333E77.59597,2024-01-28 07:30:02
N28.505620666666665E77.596106,2024-01-28 07:30:03
N28.505256153846155E77.59624961538462,2024-01-28 07:30:04
N28.50491153846154E77.59639115384616,2024-01-28 07:30:05
N28.50457392857143E77.59653928571429,2024-01-28 07:30:06
N28.504237857142858E77.59669,2024-01-28 07:30:07
N28.503888235294117E77.59686352941176,2024-01-28 07:30:08
N28.503543235294117E77.59704352941176,2024-01-28 07:30:09
N28.503207500000002E77.5972275,2024-01-28 07:30:10
N28.50288E77.597415,2024-01-28 07:30:11
N28.50256E77.59760333333332,2024-01-28 07:30:12
N28.50222E77.597822,2024-01-28 07:30:13
N28.50190230769231E77.59803807692307,2024-01-28 07:30:14
N28.501575384615386E77.59825384615385,2024-01-28 07:30:15
N28.501262E77.598484,2024-01-28 07:30:16
N28.500958571428573E77.59871142857143,2024-01-28 07:30:17
N28.500649032258064E77.5989770967742,2024-01-28 07:30:18
N28.50036E77.59923,2024-01-28 07:30:19
N28.500052959183673E77.59949020408163,2024-01-28 07:30:20
N28.499745918367346E77.59975040816327,2024-01-28 07:30:21
N28.49945693877551E77.59999530612245,2024-01-28 07:30:22
N28.499204081632655E77.60020959183673,2024-01-28 07:30:23
N28.498933163265306E77.60043918367347,2024-01-28 07:30:24
N28.49864418367347E77.60068408163265,2024-01-28 07:30:25
N28.49834333333333E77.60094111111111,2024-01-28 07:30:26
N28.49804111111111E77.60119925925926,2024-01-28 07:30:27
N28.497736315789474E77.6014352631579,2024-01-28 07:30:28
N28.497433333333333E77.60166166666667,2024-01-28 07:30:29
N28.497113333333335E77.6019,2024-01-28 07:30:30
N28.49679E77.6021175,2024-01-28 07:30:31
N28.496472E77.60232599999999,2024-01-28 07:30:32
N28.49614E77.60252125,2024-01-28 07:30:33
N28.495826E77.602704,2024-01-28 07:30:34
N28.49548E77.60289166666666,2024-01-28 07:30:35
N28.49514E77.60308,2024-01-28 07:30:36
N28.494797222222225E77.60325722222223,2024-01-28 07:30:37
N28.494457999999998E77.60342,2024-01-28 07:30:38
N28.494114E77.60358000000001,2024-01-28 07:30:39
N28.493764545454546E77.60372318181818,2024-01-28 07:30:40
N28.493393636363635E77.60385454545455,2024-01-28 07:30:41
N28.493047209302325E77.60398069767442,2024-01-28 07:30:42
N28.4927011627907E77.60410720930233,2024-01-28 07:30:43
N28.492333777777777E77.60423755555556,2024-01-28 07:30:44
N28.49196733333333E77.60435466666667,2024-01-28 07:30:45
N28.491622444444445E77.60446488888888,2024-01-28 07:30:46
N28.491256153846155E77.60457192307692,2024-01-28 07:30:47
N28.49089E77.60467,2024-01-28 07:30:48
N28.49055487179487E77.60476897435898,2024-01-28 07:30:49
N28.49025094017094E77.60485752136752,2024-01-28 07:30:50
N28.48988188034188E77.60496504273505,2024-01-28 07:30:51
N28.48953452991453E77.60506623931624,2024-01-28 07:30:52
N28.48916547008547E77.60517376068375,2024-01-28 07:30:53
N28.48879641025641E77.60528128205128,2024-01-28 07:30:54
N28.48842735042735E77.6053888034188,2024-01-28 07:30:55
N28.48808E77.60549,2024-01-28 07:30:56
N28.48773E77.60559,2024-01-28 07:30:57
N28.487358125E77.60569625000001,2024-01-28 07:30:58
N28.48698625E77.60580250000001,2024-01-28 07:30:59
N28.48663625E77.6059025,2024-01-28 07:31:00
N28.486283333333333E77.60600333333333,2024-01-28 07:31:01
N28.485916666666665E77.60610555555556,2024-01-28 07:31:02
N28.48553888888889E77.60620629629629,2024-01-28 07:31:03
N28.485187714285715E77.60630371428572,2024-01-28 07:31:04
N28.484838E77.606402,2024-01-28 07:31:05
N28.48446642857143E77.60650642857144,2024-01-28 07:31:06
N28.484094857142857E77.60661085714285,2024-01-28 07:31:07
N28.483727142857145E77.60672000000001,2024-01-28 07:31:08
N28.483386363636363E77.60682545454546,2024-01-28 07:31:09
N28.48301E77.60693333333333,2024-01-28 07:31:10
N28.482665384615387E77.60704153846154,2024-01-28 07:31:11
N28.48230292682927E77.60715341463414,2024-01-28 07:31:12
N28.48184707317073E77.60728658536586,2024-01-28 07:31:13
N28.48130443181818E77.60745227272727,2024-01-28 07:31:14
N28.480935454545453E77.60756818181818,2024-01-28 07:31:15
N28.48058818181818E77.60767727272727,2024-01-28 07:31:16
N28.480219204545456E77.60779318181818,2024-01-28 07:31:17
N28.47987193181818E77.60790227272727,2024-01-28 07:31:18
N28.47950125E77.6080125,2024-01-28 07:31:19
N28.479127352941177E77.60811794117647,2024-01-28 07:31:20
N28.478774411764704E77.60821676470589,2024-01-28 07:31:21
N28.47840076923077E77.6083176923077,2024-01-28 07:31:22
N28.47805E77.60841,2024-01-28 07:31:23
N28.477674210526317E77.60851289473685,2024-01-28 07:31:24
N28.47732052631579E77.6086097368421,2024-01-28 07:31:25
N28.476948823529412E77.6087105882353,2024-01-28 07:31:26
N28.47657882352941E77.6088105882353,2024-01-28 07:31:27
N28.476228E77.6089104,2024-01-28 07:31:28
N28.475876521739128E77.60901217391304,2024-01-28 07:31:29
N28.475506956521738E77.60911565217391,2024-01-28 07:31:30
N28.475122727272726E77.60921818181818,2024-01-28 07:31:31
N28.47477E77.609305,2024-01-28 07:31:32
N28.474418333333332E77.60939888888889,2024-01-28 07:31:33
N28.474038E77.609496,2024-01-28 07:31:34
N28.473682307692307E77.60958461538462,2024-01-28 07:31:35
N28.473303333333334E77.60968,2024-01-28 07:31:36
N28.472822222222224E77.60982666666668,2024-01-28 07:31:37
N28.472324999999998E77.60996,2024-01-28 07:31:38
N28.471956666666667E77.61005714285714,2024-01-28 07:31:39
N28.47158725E77.6101515,2024-01-28 07:31:40
N28.4712175E77.61024499999999,2024-01-28 07:31:41
N28.47084193548387E77.61032483870967,2024-01-28 07:31:42
N28.47048064516129E77.61038161290323,2024-01-28 07:31:43
N28.470096666666667E77.61044333333334,2024-01-28 07:31:44
N28.469725E77.61049583333333,2024-01-28 07:31:45
N28.469365E77.61054250000001,2024-01-28 07:31:46
N28.468989375E77.610580625,2024-01-28 07:31:47
N28.468612307692307E77.6106023076923,2024-01-28 07:31:48
N28.468233076923077E77.61061974358975,2024-01-28 07:31:49
N28.4678765E77.610627,2024-01-28 07:31:50
N28.467498250000002E77.6106185,2024-01-28 07:31:51
N28.46712E77.61061,2024-01-28 07:31:52
N28.466746666666666E77.61060166666667,2024-01-28 07:31:53
N28.466384E77.610575,2024-01-28 07:31:54
N28.466002222222222E77.61055111111112,2024-01-28 07:31:55
N28.465622352941175E77.61050294117648,2024-01-28 07:31:56
N28.46526470588235E77.61045588235294,2024-01-28 07:31:57
N28.464885789473684E77.61038421052632,2024-01-28 07:31:58
N28.46450701754386E77.61030964912281,2024-01-28 07:31:59
N28.46415052631579E77.61023947368422,2024-01-28 07:32:00
N28.463797647058826E77.61016294117648,2024-01-28 07:32:01
N28.463381666666667E77.610065,2024-01-28 07:32:02
N28.462974285714285E77.60995071428572,2024-01-28 07:32:03
N28.462611515151515E77.60983909090909,2024-01-28 07:32:04
N28.462272121212123E77.60972272727273,2024-01-28 07:32:05
N28.46191176470588E77.60959647058824,2024-01-28 07:32:06
N28.461546875E77.609463125,2024-01-28 07:32:07
N28.461209999999998E77.60932777777778,2024-01-28 07:32:08
N28.46085875E77.60915999999999,2024-01-28 07:32:09
N28.46052675E77.609,2024-01-28 07:32:10
N28.460173333333334E77.60883,2024-01-28 07:32:11
N28.45984142857143E77.60866142857142,2024-01-28 07:32:12
N28.45949166666667E77.60847833333334,2024-01-28 07:32:13
N28.459167931034482E77.60828172413792,2024-01-28 07:32:14
N28.458822068965517E77.60808827586207,2024-01-28 07:32:15
N28.458485500000002E77.60789349999999,2024-01-28 07:32:16
N28.45815761904762E77.60768142857142,2024-01-28 07:32:17
N28.457852857142857E77.60746428571429,2024-01-28 07:32:18
N28.457529047619047E77.60723357142857,2024-01-28 07:32:19
N28.45722076923077E77.60698615384615,2024-01-28 07:32:20
N28.456909032258064E77.6067406451613,2024-01-28 07:32:21
N28.456609677419355E77.6065135483871,2024-01-28 07:32:22
N28.456306129032257E77.60625193548387,2024-01-28 07:32:23
N28.45603258064516E77.60598870967742,2024-01-28 07:32:24
N28.45574173076923E77.60570807692308,2024-01-28 07:32:25
N28.45545076923077E77.60542692307692,2024-01-28 07:32:26
N28.455091346153846E77.60507961538461,2024-01-28 07:32:27
N28.45470625E77.6046475,2024-01-28 07:32:28
N28.45443607142857E77.60433785714285,2024-01-28 07:32:29
N28.45416589285714E77.60402821428572,2024-01-28 07:32:30
N28.4539175E77.60373625,2024-01-28 07:32:31
N28.453654E77.603426,2024-01-28 07:32:32
N28.45339090909091E77.60311636363636,2024-01-28 07:32:33
N28.453128181818183E77.60280727272728,2024-01-28 07:32:34
N28.45288090909091E77.60251636363637,2024-01-28 07:32:35
N28.45261E77.60221,2024-01-28 07:32:36
N28.452358888888888E77.60192666666667,2024-01-28 07:32:37
N28.452084E77.601636,2024-01-28 07:32:38
N28.451811363636363E77.60133409090909,2024-01-28 07:32:39
N28.45155375E77.601045,2024-01-28 07:32:40
N28.45129E77.60075,2024-01-28 07:32:41
N28.451006666666668E77.60046666666668,2024-01-28 07:32:42
N28.450740000000003E77.600195,2024-01-28 07:32:43
